time,use_house_overall,generated_solar,dishwasher,homeoffice,fridge,winecellar,garagedoor,barn,well,microwave,livingroom,temperature,humidity,visibility,pressure,windspeed,cloudcover,windbearing,precipprobability,furnace,kitchen,year,month,day,weekofyear,hour,minute,weekday,timing
2016-01-01 18:00:00,2.0953897222333335,0.02699027786666667,0.00025333779999999997,0.04154888893333333,0.11371944445,0.12315555556666666,0.012214166733333334,0.028984166666666665,0.00103472235,0.02776666665,0.0995822223,37.163333333333334,0.5853333333333333,10.0,1013.0406666666667,8.591333333333333,1.0,270.6666666666667,0.0,0.6225175000500001,0.0297408376,2016.0,1.0,1.0,53.0,18,29.5,Friday,Evening
2016-01-01 19:00:00,1.30432333335,0.021681666733333334,0.4877024999666667,0.04147444446666667,0.11676416669999999,0.05950416665,0.01730555555,0.03588777778333333,0.04153305561666667,0.004109166666666666,0.03380111113333333,36.879999999999995,0.59,9.535,1012.575,7.35,1.0,264.0,0.0,0.2622713889666667,0.0035965775722222224,2016.0,1.0,1.0,53.0,19,29.5,Friday,Evening
2016-01-01 20:00:00,1.2712783333,0.0023283328,0.5019313889,0.04088083333333334,0.10894249998333333,0.007093055633333333,0.012528333316666666,0.04117305558333333,0.0010433334,0.06521361113333334,0.0015144444166666667,36.217999999999996,0.6053333333333334,9.512666666666666,1012.44,8.081999999999999,1.0,257.8666666666667,0.0,0.33640361111666667,0.0003137094444444444,2016.0,1.0,1.0,53.0,20,29.5,Friday,Evening
2016-01-01 21:00:00,1.48498638895,0.003272222216666667,0.0008566656,0.04189333333333333,0.10787083335,0.007088611083333333,0.01738944445,0.50385388885,0.00109527785,0.00420500005,0.04149166666666667,35.332,0.6326666666666667,9.418333333333333,1012.542,8.360666666666667,0.609,255.43333333333334,0.011333333333333334,0.44161555555000004,0.0002475964777777778,2016.0,1.0,1.0,53.0,21,29.5,Friday,Evening
2016-01-01 22:00:00,1.9287633333333334,0.0034213888499999997,0.00010444501666666667,0.04230833333333333,0.11288083335,0.007334444450000001,0.0126644445,0.5091788888833333,0.14153083336666666,0.0042844445,0.09900361109999999,34.278,0.668,8.732,1012.8240000000001,7.712000000000001,0.31,261.0,0.02,0.4450619444833333,0.00030000555555555555,2016.0,1.0,1.0,53.0,22,29.5,Friday,Night
2016-01-01 23:00:00,2.03031500005,0.003386944433333333,6.528221666666667e-05,0.042389444400000004,0.23662722225,0.0072675,0.012603333366666667,0.11086722223333334,0.0010216667833333334,0.004113055533333333,0.09991416665000001,33.236666666666665,0.6926666666666667,8.228666666666667,1013.378,8.568000000000001,0.3923333333333333,270.06666666666666,0.007333333333333333,0.3483988888166667,0.00026972610555555553,2016.0,1.0,1.0,53.0,23,29.5,Friday,Night
2016-01-02 00:00:00,2.75843861115,0.00321444435,8.583668333333334e-05,0.08159305558333332,0.14913916665,0.007310833333333333,0.0125686111,0.04791555558333334,0.04181750004999999,0.0628338889,0.1603755556,32.403333333333336,0.6866666666666668,9.22,1013.7266666666667,8.306666666666667,0.23333333333333334,276.3333333333333,0.0,0.4983436110666667,0.00023722686666666668,2016.0,1.0,2.0,53.0,0,29.5,Saturday,Night
2016-01-02 01:00:00,1.4312002777333332,0.003315277733333333,0.00011028113333333333,0.27558638886666664,0.009157777783333333,0.0072044445000000006,0.012691388883333333,0.03768083336666667,0.0010355555833333333,0.0137708333,0.20208111108333335,31.652,0.645,9.94,1013.8639999999999,7.547,0.17200000000000001,275.9,0.0,0.4070105556166667,0.034405190205555554,2016.0,1.0,2.0,53.0,1,29.5,Saturday,Night
2016-01-02 02:00:00,0.9452833332833334,0.0033983333833333333,2.1126666666666665e-05,0.46509944443333334,0.07926583333333334,0.007224999966666667,0.012971388916666667,0.042762222216666666,0.00102833345,0.00414249995,0.0016086111166666666,31.1,0.6153333333333334,10.0,1013.8926666666666,7.150666666666666,0.23399999999999999,268.4,0.0,0.1708108333,0.00024417278333333333,2016.0,1.0,2.0,53.0,2,29.5,Saturday,Night
2016-01-02 03:00:00,0.7742711110999999,0.0034327777,4.8905533333333335e-05,0.42210666663333335,0.0048383334,0.007274722266666667,0.013062222166666667,0.037522777783333336,0.0010216667666666666,0.0042269443666666665,0.0016405555666666666,30.604333333333333,0.6023333333333334,10.0,1014.0049999999999,7.957,0.181,268.3,0.0,0.16754277766666667,0.00034574533333333327,2016.0,1.0,2.0,53.0,3,29.5,Saturday,Night
2016-01-02 04:00:00,1.4890063889166667,0.0032441666499999997,0.51949028115,0.09063,0.03997611101666667,0.007054722183333333,0.012371944416666667,0.03475888885,0.03915027783333334,0.004319722233333333,0.0014905555833333334,30.13,0.6,10.0,1014.1600000000001,8.062,0.2,273.8,0.0,0.4570911111333333,0.0003916723944444444,2016.0,1.0,2.0,53.0,4,29.5,Saturday,Morning
2016-01-02 05:00:00,1.3494013889166667,0.0034052778000000002,0.4240219444833333,0.050920277816666665,0.07934000001666666,0.007259444433333333,0.012902777833333334,0.034678888850000006,0.0010125000333333332,0.004237499983333334,0.0016088888666666668,29.639999999999997,0.6,10.0,1014.2316666666667,8.036666666666665,0.19333333333333333,273.3333333333333,0.0,0.5279072221666666,0.0003079688777777778,2016.0,1.0,2.0,53.0,5,29.5,Saturday,Morning
2016-01-02 06:00:00,0.7696538888833333,0.0034313889166666667,0.10629833279999999,0.05107972216666667,0.005061944400000001,0.0070333333500000005,0.0130130556,0.03468444445,0.0010141667333333332,0.004226666666666667,0.0016291666666666668,28.936,0.6173333333333333,10.0,1014.266,8.04,0.15533333333333335,270.4,0.0,0.3897288888833333,0.00030787719444444445,2016.0,1.0,2.0,53.0,6,29.5,Saturday,Morning
2016-01-02 07:00:00,0.7840547222166666,0.003428611083333333,0.00029694439999999997,0.05079000003333333,0.12465694445,0.007157222233333333,0.013332777816666667,0.037314444466666666,0.0010077778166666666,0.0042647223,0.0016480555333333335,29.118999999999996,0.629,9.829,1014.4230000000001,8.004,0.14100000000000001,267.3,0.0,0.3596322223166667,0.00019935517222222223,2016.0,1.0,2.0,53.0,7,29.5,Saturday,Morning
2016-01-02 08:00:00,0.9944672222500001,0.003428611083333333,0.00014361005,0.055173888899999995,0.00493972215,0.006982222216666667,0.012774999983333334,0.03434027775,0.0010172223333333333,0.004217222166666667,0.00161722225,29.523333333333333,0.63,9.987333333333334,1014.2626666666667,7.272,0.2986666666666667,260.46666666666664,0.0,0.6996144445166668,0.00030389442777777775,2016.0,1.0,2.0,53.0,8,29.5,Saturday,Morning
2016-01-02 09:00:00,0.7785658333,0.003402222183333333,0.00023638725000000002,0.051423055583333335,0.09208111113333332,0.0070480555,0.013016111066666667,0.03435638891666667,0.0010072223333333333,0.004225833233333334,0.0016097222166666667,29.115000000000002,0.6396666666666667,10.0,1014.4046666666667,7.500333333333333,0.27133333333333337,249.36666666666667,0.0,0.4085180555833333,0.00022065391666666666,2016.0,1.0,2.0,53.0,9,29.5,Saturday,Morning
2016-01-02 10:00:00,0.8146472222166667,0.0034047222166666666,0.0002552783333333333,0.050859444366666666,0.0060333333,0.007065555550000001,0.013052222216666666,0.036545833349999994,0.0010150000833333333,0.004205277816666667,0.0016063888666666666,28.91166666666667,0.6396666666666667,9.913,1014.8446666666666,6.478,0.28,254.0,0.0,0.52486222215,0.00028833889444444447,2016.0,1.0,2.0,53.0,10,29.5,Saturday,Morning
